show_id|titre|description|langue|popularite|note|type|directeurs|acteurs|pays|date_ajout|annee_sortie|classement|duree|categories
s6962|The Underclass|After getting dropped from an elite program, a student gets tangled in the affairs of a high school gang while trying to find her own identity.|th|1.4|6.0|TV Show|Pass Patthanakumjon|Nannaphas Loetnamchoetsakun, Praewa Suthamphong, Sumitra Duangkaew, Tanutchai Wijitvongtong, Tarisa Preechatangkit, Natticha Chantaravareelekha, Miori Ohkubo, Pakwan Noijaiboon, Napaphat Worraphuttanon, Vathusiri Phuwapunyasiri, Rinrada Inthaisong, Suchaya Saenkhot, Mananya Kaoju, Kandis Wanarun, Ekapol Deebunmee, Panta Pattanaampaiwong, Rachaya Tupkunanon, Supasawad Buranawech, Thitirat Rojsangrat, Sawanee Utoomma, Phattharanarin Mueanarit, Chanyapuk Numprasop|Thailand|July 6, 2020|2020|TV-MA|1 Season|International TV Shows, TV Dramas, Teen TV Shows
s6963|The Underwear|Virtual and real worlds collide as a group of teenagers who are grappling with matters of the heart cross paths in a cafe and on an anonymous website.|es|1.4|0.0|TV Show||Thanabordee Jaiyen, Emika Grant Emma, Tantimedh Chisanusha, Siribanchawan Jidapa, Supanut Sudjinda||June 19, 2018|2017|TV-MA|1 Season|International TV Shows, TV Dramas, Teen TV Shows
s6964|The Unicorn|A widowed father of two girls navigates the world of dating, surprised to learn that many women consider him a hot commodity.|en|25.769|6.6|TV Show||Walton Goggins, Rob Corddry, Michaela Watkins, Omar Benson Miller, Maya Lynne Robinson, Ruby Jay, Makenzie Moss|United States|October 1, 2020|2019|TV-14|1 Season|TV Comedies, TV Dramas
s6965|The Universe|Discover the secrets of the universe in this series that pairs animation with insights on distant planets, black holes and other celestial marvels.|en|10.679|7.9|TV Show||Erik Thompson|United States|September 15, 2019|2009|TV-14|1 Season|Docuseries, Science & Nature TV
s6967|The Unknown Girl|A guilt-ridden doctor in a Belgian town tries to uncover the identity of a woman who died after being turned away from her office.|fr|8.922|6.1|Movie|Jean-Pierre Dardenne, Luc Dardenne|Adèle Haenel, Olivier Bonnaud, Jérémie Renier, Louka Minnella, Christelle Cornil, Olivier Gourmet, Fabrizio Rongione, Thomas Doret|Belgium, France|December 12, 2017|2016|TV-MA|106 min|Dramas, International Movies
s6968|The Unknown Known|Donald Rumsfeld reviews his long political career, from his time in Congress to serving as secretary of defense under Gerald Ford and George W. Bush.|en|3.953|7.1|Movie|Errol Morris|Donald Rumsfeld, Errol Morris|United States|February 22, 2019|2013|PG-13|103 min|Documentaries
s6969|THE UNLISTED|When they learn of a secret plot to track and control kids, identical twins Dru and Kal team up with a band of runaway rebels to take back their world.|en|7.432|7.5|TV Show||Vrund Rao, Ved Rao, Abigail Adriano, Miah Madden, Jean Hinchliffe, Nya Cofie, Saba Zaidi Abdi, Nicholas Brown, Virginie Laverdure, Avishma Lohith, Zenia Starr, Suzi Dougherty, Aria Ferris, Danny Kim, Annabel Wolfe|Australia|October 17, 2019|2019|TV-PG|1 Season|Kids' TV, TV Thrillers
s6970|The Unmarried Wife|Tired of her husband's cheating, Anne begins a passionate new relationship – while still wondering if she should give her marriage another chance.|en|0.6|6.5|Movie|Maryo J. De los Reyes|Angelica Panganiban, Dingdong Dantes, Paulo Avelino, Maricar Reyes, Denise Laurel, Dimples Romana, Justin Cuyugan, Mart Escudero, Pamu Pamorada, Lei Andre Navarro, Irma Adlawan|Philippines|March 21, 2019|2016|TV-MA|130 min|Dramas, International Movies, Romantic Movies
s6971|The Unremarkable Juanquini|An inept magician pulls off the trick of his life: accidentally disappearing a wanted criminal during a police raid. Now he's going to pay for that.|es|22.433|7.0|TV Show||Antonio Sanint, María Cecilia Sánchez, Mariana Gómez, Julián Cerati, Julio César Herrera, Biassini Segura, Jacques Toukhmanian||May 15, 2020|2020|TV-MA|1 Season|International TV Shows, Spanish-Language TV Shows, TV Comedies
s6972|The Untamed|In a magical world of inter-clan rivalry, two soulmates face treacherous schemes and uncover a dark mystery linked to a tragic event in the past.|zh|17.29|9.2|TV Show||Sean Xiao, Wang Yibo, Zoey Meng, Xuan Lu, Yu Bin, Wang Zhuocheng, Liu Haikuan, Zhu Zanjin, Wang Haoxuan, Ji Li|China|October 25, 2019|2019|TV-14|1 Season|International TV Shows, TV Action & Adventure, TV Mysteries
s6973|The Untold Tales of Armistead Maupin|"This documentary traces the life of ""Tales of the City"" author Armistead Maupin, from his conservative roots to his rise as an LGBTQ champion."|en|4.141|7.0|Movie|Jennifer M. Kroot|Armistead Maupin, Neil Gaiman, Laura Linney, Ian McKellen, Amy Tan, Margaret Cho, Jonathan Groff, Amanda Palmer|United States|November 1, 2018|2017|TV-MA|91 min|Documentaries, LGBTQ Movies
s6974|The Valhalla Murders|An Oslo detective with a painful past returns to his native Iceland to help a dedicated cop hunt a serial killer with a link to a mysterious photo.|is|13.604|7.2|TV Show||Nína Dögg Filippusdóttir, Björn Thors, Bergur Ebbi, Aldís Amah Hamilton, Sigurður Skúlason, Tinna Hrafnsdóttir, Arndís Hrönn Egilsdóttir, Edda Björgvinsdóttir, Valur Freyr Einarsson, Damon Younger|Iceland|March 13, 2020|2020|TV-MA|1 Season|Crime TV Shows, International TV Shows, TV Dramas
s6975|The Vampire Diaries|Trapped in adolescent bodies, feuding vampire brothers Stefan and Damon vie for the affection of captivating teenager Elena.|en|395.348|8.3|TV Show||Nina Dobrev, Paul Wesley, Ian Somerhalder, Steven R. McQueen, Sara Canning, Kat Graham, Candice King, Zach Roerig, Michael Trevino, Matthew Davis, Joseph Morgan|United States|September 4, 2017|2017|TV-14|8 Seasons|TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy
s6976|The Vanished|When their daughter disappears during a family vacation, two terrified parents launch their own investigation that soon exposes local secrets.|en|9.337|6.2|Movie|Peter Facinelli|Thomas Jane, Anne Heche, Jason Patric, John D. Hickman, Peter Facinelli, Alex Haydon, Aleksei Archer, Kristopher Wente|United States|January 15, 2021|2020|R|115 min|Thrillers
s6977|The Vatican Tapes|A young woman hospitalized for an infected wound becomes possessed by a satanic force that will take a priest and two Vatican exorcists to defeat.|en|35.071|5.2|Movie|Mark Neveldine|Olivia Taylor Dudley, Michael Peña, Dougray Scott, Djimon Hounsou, Peter Andersson, Kathleen Robertson, John Patrick Amedori, Michael Paré, Alex Sparrow, Cas Anvar|United States|April 20, 2020|2015|PG-13|91 min|Horror Movies, Thrillers
s6978|The Vault|A bank heist takes an unnerving turn when the three sibling robbers attempt to gain entrance into an subterranean vault with sinister secrets.|en|11.849|4.8|Movie|Dan Bush|Taryn Manning, Francesca Eastwood, James Franco, Scott Haze, Q'Orianka Kilcher, Keith Loneker, Clifton Collins Jr., Jeff Gum|United States|January 1, 2018|2017|TV-MA|92 min|Horror Movies, Thrillers
s6979|The Vendor|A newspaper seller bemoans his lack of success but is undermined by his own laziness when he gets a better job as a driver and finds his rich father.|fr|0.6|0.0|Movie|Odunlade Adekola|Odunlade Adekola, Jide Kosoko, Adunni Ade, Eniola Ajao, Ireti Osayemi, Kayode Olaseinde, Tunde Bernard, Bolaji Amusan||December 27, 2019|2018|TV-MA|103 min|Comedies, International Movies
s6980|The Victims' Game|After discovering his estranged daughter's link to mysterious murders, a forensic detective with Asperger's syndrome risks everything to solve the case.|zh|1.619|7.8|TV Show|David Chuang, Chen Kuan-chung|Joseph Chang, Hsu Wei-ning, Jason Wang, Ruby Lin, Moon Lee, River Huang, Chen Chia-kuei, Ding Ning, Hsia Ching-ting, Rexen Cheng|Taiwan|April 30, 2020|2020|TV-MA|1 Season|Crime TV Shows, International TV Shows, TV Dramas
s6981|The Vietnam War: A Film by Ken Burns and Lynn Novick|Ken Burns presents an epic 10-part, 18-hour chronicle of the Vietnam War, featuring the soldiers, protesters, politicians and families that lived it.|en|9.534|8.5|TV Show|Ken Burns, Lynn Novick||United States|June 20, 2018|2017|TV-MA|1 Season|Docuseries
s6982|The Violin Player|An unemployed Bollywood session violinist in Mumbai finally lands a small gig, but it's what happens on his way home that proves truly transformative.|hi|2.402|5.1|Movie|Bauddhayan Mukherji|Ritwick Chakraborty, Adil Hussain, Nayani Dixit, Sonam Stobgais|India|December 1, 2016|2016|TV-14|72 min|Dramas, Independent Movies, International Movies
s6983|The Visit|The lives of uptight, conservative Chidi and Eugenia are thrown into disarray when a loudmouthed, hard-partying new couple moves in next door.|en|28.547|6.3|Movie|Oyefunke Fayoyin|Nse Ikpe-Etim, Femi Jacobs, Blossom Chukwujekwu, Bayray McNwizu||February 26, 2020|2015|TV-MA|138 min|Dramas, Independent Movies, International Movies
s6984|The Walking Dead|In the wake of a zombie apocalypse, survivors hold on to the hope of humanity by banding together to wage a fight for their own survival.|en|505.086|8.1|TV Show||Andrew Lincoln, Steven Yeun, Norman Reedus, Chandler Riggs, Melissa McBride, Lauren Cohan, Danai Gurira, Alanna Masterson, Sonequa Martin-Green, Josh McDermitt, Christian Serratos, Seth Gilliam, Ross Marquand, Lennie James, Emily Kinney, Jon Bernthal|United States|September 1, 2019|2018|TV-MA|9 Seasons|Classic & Cult TV, TV Action & Adventure, TV Dramas
s6985|The Walls of the Moon|After losing her eyesight in an accident, a woman lands in a love triangle as she looks for meaning in her life.|ar|0.663|5.2|Movie|Ossama Abu El Atta, Tarek Al Eryan|Mona Zaki, Asser Yassin, Amr Saad, Salwa Mohammed|Egypt|April 18, 2019|2015|TV-14|98 min|Action & Adventure, Dramas, International Movies
s6986|The Wandering Earth|A looming collision with Jupiter threatens Earth as humans search for a new star. The planet's fate now lies in the hands of a few unexpected heroes.|zh|57.779|6.4|Movie|Frant Gwo|Jing Wu, Chuxiao Qu, Jinmai Zhao, Li Guangjie, Ng Man-Tat, Mike Kai Sui, Qu Jingjing, Yichi Zhang, Yang Haoyu, Arkady Sharogradsky, Hongchen Li, Lei Jiayin, Yi Yang, Zhigang Jiang, Huan Zhang|China|May 6, 2019|2019|TV-MA|125 min|International Movies, Sci-Fi & Fantasy
s6987|The War: A Film by Ken Burns and Lynn Novick|"A seven-part series brings World War II to life through the harrowing personal accounts of soldiers and others from ""typical"" American towns."|en|9.534|8.5|TV Show||Keith David|United States|February 22, 2017|2007|TV-14|1 Season|Docuseries
s6988|The Warning|After his friend is shot, Jon finds a mathematical pattern behind deaths that occurred at the same location and sets out to warn the next young victim.|es|8.473|6.1|Movie|Daniel Calparsoro|Raúl Arévalo, Aura Garrido, Hugo Arbues, Belén Cuesta, Antonio Dechent, Aitor Luna, Sergio Mur|Spain|July 24, 2018|2018|TV-MA|93 min|International Movies, Thrillers
s6989|The Water Diviner|Years after the presumed death of his three sons in battle, a grieving farmer journeys to Turkey to find them and return them to their homeland.|en|9.983|6.8|Movie|Russell Crowe|Russell Crowe, Olga Kurylenko, Yılmaz Erdoğan, Cem Yılmaz, Jai Courtney, Ryan Corr, James Fraser, Ben O'Toole, Steve Bastoni, Salih Kalyon|Australia, United States|October 7, 2019|2014|R|111 min|Dramas, International Movies
s6990|The Water Horse: Legend of the Deep|A boy watches an egg he found hatch into something incredible. But how long can he keep such a big secret from his mom – and the Scottish government?|en|21.517|6.4|Movie|Jay Russell|Emily Watson, Alex Etel, Ben Chaplin, David Morrissey, Brian Cox, Priyanka Xi, Marshall Napier, Joel Tobeck, Erroll Shand, Craig Hall|New Zealand, United Kingdom, Australia|November 1, 2018|2007|PG|112 min|Children & Family Movies
s6991|The Waterboy|A water boy for a college football team has a rage that makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.|en|16.134|6.0|Movie|Frank Coraci|Adam Sandler, Kathy Bates, Henry Winkler, Fairuza Balk, Jerry Reed, Lawrence Gilliard Jr., Blake Clark, Peter Dante, Jonathan Loughran, Al Whiting|United States|March 8, 2017|1998|PG-13|90 min|Comedies, Sports Movies
s6992|The Wedding Curse|Two weddings marred by tragedy lead the respective brides to believe that that they've been cursed by an old cultural superstition.|tl|0.6|5.3|Movie|Chito S. Roño|Kris Aquino, Claudine Barretto, Boots Anson-Roa, Glaiza De Castro, Jhong Hilario, Liza Lorena, Bernard Palanca, Wendell Ramos, Maja Salvador, Ronaldo Valdez|Philippines|March 21, 2019|2006|TV-PG|101 min|Horror Movies, International Movies
s6993|The Wedding Party|As their big day arrives, a couple's lavish wedding plans turn into a nightmare of exes, fighting parents and uninvited guests.|en|1.379|5.5|Movie|Kemi Adetiba|Adesua Etomi, Banky Wellington, Richard Mofe-Damijo, Sola Sobowale, Iretiola Doyle, Alibaba Akporobome, Zainab Balogun, Beverly Naya, Enyinna Nwigwe|Nigeria|April 15, 2017|2016|TV-14|101 min|Comedies, Dramas, International Movies
s6994|The Wedding Party 2: Destination Dubai|"In this sequel to the 2016 hit ""The Wedding Party,"" a couple's date night ends in an accidental proposal, sparking a series of chaotic family events."|en|0.723|7.7|Movie|Niyi Akinmolayan|Enyinna Nwigwe, Daniella Down, Banky Wellington, Adesua Etomi, Somkele Iyamah, Iretiola Doyle, Sola Sobowale, Michael De Pinna, Lynita Crofford, Patience Ozokwor|Nigeria|September 21, 2019|2017|TV-14|98 min|Comedies, International Movies, Romantic Movies
s6995|The Wedding Shaman|After a betrayal at work, a finance professional becomes an assistant to a bride shaman in order to salvage her only remaining property — and love life.|id|0.691|6.5|Movie|Farishad I. Latjuba|Atiqah Hasiholan, Tutie Kirana, Arifin Putra, Tio Pakusadewo, Marthino Lio, Oxcel, Dodit Mulyanto||December 17, 2020|2019|TV-PG|111 min|Dramas, International Movies, Romantic Movies
s6996|The Week Of|Two fathers with clashing views about their children's upcoming wedding struggle to keep it together during the chaotic week before the big day.|en|17.463|5.4|Movie|Robert Smigel|Adam Sandler, Chris Rock, Steve Buscemi, Rachel Dratch, Allison Strong, Roland Buck III, Katie Hartman, Chloe Himmelman, Jake Lippmann, Jim Barone, June Gable|United States|April 27, 2018|2018|TV-14|117 min|Comedies
s6997|The West Wing|This powerful political epic chronicles the triumphs and travails of White House senior staff under the administration of President Josiah Bartlet.|en|85.917|8.3|TV Show||Martin Sheen, Rob Lowe, Allison Janney, John Spencer, Bradley Whitford, Janel Moloney, Richard Schiff, Dulé Hill, NiCole Robinson, Melissa Fitzgerald, Joshua Malina, Stockard Channing, Kim Webster, Kris Murphy, Timothy Davis-Reed|United States| December 25, 2015|2005|TV-14|7 Seasons|TV Dramas
s6998|The White Helmets|As daily airstrikes pound civilian targets in Syria, a group of indomitable first responders risk their lives to rescue victims from the rubble.|ar|5.015|7.5|Movie|Orlando von Einsiedel||United Kingdom|September 16, 2016|2016|TV-PG|41 min|Documentaries
s6999|The Who Was? Show|Fresh voices bring some of the most famous names in history to life. A live-action sketch comedy show based on the series of best-selling books.|en|2.511|6.3|TV Show||Haley Tju, Adam Hochstetter, Kirrilee Berger, Lilla Crawford, Bentley Green, Zach Timson, Andrew Daly, H. Jon Benjamin|United States|May 11, 2018|2018|TV-PG|1 Season|Kids' TV, TV Comedies
s7000|The Wiggles|The top band for preschool kids, The Wiggles, entertains tots with spirited music, simple choreography and whimsical adventures.|en|10.864|7.9|TV Show||Anthony Field, Lachlan Gillespie, Simon Pryce, Emma Watkins, Paul Paddick|Australia|May 15, 2020|2015|TV-Y|2 Seasons|Kids' TV
s7001|The Willoughbys|Four siblings with horribly selfish parents hatch a plan to get rid of them for good and form a perfectly imperfect family of their own.|en|17.916|7.2|Movie|Kris Pearn|Will Forte, Maya Rudolph, Ricky Gervais, Alessia Cara, Terry Crews, Jane Krakowski, Martin Short, Seán Cullen|Canada, United States, United Kingdom|April 22, 2020|2020|PG|92 min|Children & Family Movies, Comedies
s7002|The Windsors|The all-too-public trials and tribulations of England's royal family are reimagined as an over-the-top comedic soap opera.|en|3.379|7.4|TV Show||Harry Enfield, Haydn Gwynne, Hugh Skinner, Louise Ford, Richard Goulding, Matthew Cottle, Morgana Robinson, Celeste Dring, Katy Wix, Ellie White|United Kingdom|April 1, 2020|2020|TV-MA|3 Seasons|British TV Shows, International TV Shows, TV Comedies
